1,28,212
1,28,127
1,28,115
1,28,110
1,28,109
1,21,116
1,21,109
1,21,119
1,21,113
1,21,108
2,79,135
2,79,124
2,79,134
2,79,118
2,79,123
2,79,141
2,79,119
2,79,123
2,79,138
2,79,153
3,110,174
3,110,147
3,110,140
3,110,142
3,110,143
3,110,124
3,110,118
3,110,189
3,110,118
3,110,117
4,111,123
4,111,128
4,111,122
4,109,150
4,109,118
4,109,124
4,109,112
4,109,119
4,109,134
4,109,125
5,143,124
5,143,126
5,143,113
5,143,127
5,143,117
5,143,124
5,143,112
5,143,121
5,143,113
5,143,117
6,168,128
6,168,123
6,168,114
6,168,120
6,168,137
6,168,136
6,168,115
6,168,115
6,168,118
6,168,113
7,227,130
7,227,118
7,253,132
7,253,129
7,253,120
7,253,121
7,253,119
7,253,117
7,253,120
7,253,118
8,259,131
8,259,126
8,259,117
8,259,120
8,259,121
8,259,118
8,259,130
8,259,119
8,259,121
8,259,199
9,303,147
9,303,128
9,303,123
9,303,139
9,303,124
9,303,127
9,303,127
9,303,126
9,303,136
9,303,125
10,346,141
10,346,137
10,346,136
10,346,184
10,241,140
10,241,143
10,241,124
10,241,121
10,241,120
10,241,123
11,266,147
11,266,130
11,266,137
11,266,127
11,266,138
11,266,137
11,266,139
11,266,128
11,266,136
11,266,132
12,295,149
12,295,128
12,295,154
12,295,130
12,295,148
12,295,136
12,295,138
12,295,138
12,295,139
12,295,140
13,344,148
13,344,135
13,344,147
13,344,135
13,344,136
13,473,156
13,473,140
13,473,141
13,473,140
13,473,145
14,475,158
14,475,148
14,475,146
14,475,147
14,475,150
14,475,153
14,475,144
14,475,151
14,475,143
14,475,153
15,539,164
15,539,158
15,539,191
15,539,149
15,539,153
15,539,150
15,539,156
15,539,151
15,539,150
15,539,158
16,594,172
16,594,161
16,594,167
16,594,164
16,594,164
16,571,172
16,571,158
16,571,155
16,571,159
16,571,172
17,602,176
17,602,189
17,602,169
17,602,170
17,602,182
17,602,178
17,602,170
17,602,166
17,602,178
17,602,179
18,633,179
18,633,165
18,633,172
18,633,166
18,633,166
18,633,172
18,633,184
18,633,174
18,633,193
18,633,164
19,688,210
19,688,189
19,688,185
19,688,175
19,688,249
19,585,177
19,585,166
19,585,184
19,585,182
19,585,181
20,614,182
20,614,184
20,614,171
20,614,212
20,614,169
20,614,176
20,614,176
20,614,172
20,614,168
20,614,212
21,663,185
21,663,179
21,663,181
21,663,185
21,663,178
21,663,181
21,663,201
21,663,185
21,663,187
21,663,192
22,665,208
22,665,192
22,665,209
22,665,182
22,730,209
22,730,222
22,730,211
22,730,192
22,730,197
22,730,191
23,776,211
23,776,195
23,776,205
23,776,206
23,776,196
23,776,225
23,776,200
23,776,203
23,776,189
23,776,192
24,815,256
24,815,225
24,815,215
24,815,228
24,815,224
24,815,217
24,815,213
24,815,210
24,815,213
24,815,210
25,877,229
25,877,261
25,766,228
25,766,205
25,766,204
25,766,218
25,766,234
25,766,216
25,766,244
25,766,215
26,786,226
26,786,219
26,786,222
26,786,214
26,786,216
26,786,266
26,786,260
26,786,225
26,786,215
26,786,210
27,832,238
27,832,232
27,832,224
27,832,220
27,832,225
27,832,228
27,832,220
27,832,219
27,832,225
27,832,221
28,863,285
28,863,276
28,863,262
28,863,234
28,863,229
28,863,230
28,863,261
28,863,232
28,863,230
28,863,232
29,924,256
29,924,243
29,924,276
29,924,249
29,924,271
29,924,241
29,924,246
29,924,249
29,924,244
29,924,251
30,972,268
30,972,328
30,972,256
30,972,251
30,972,261
30,972,251
30,972,258
30,972,253
30,998,264
30,998,256
31,1039,267
31,1039,304
31,1039,261
31,1039,260
31,1039,260
31,1039,444
31,1039,289
31,1039,341
31,1039,262
31,1039,285
32,1040,298
32,1040,305
32,1040,276
32,1040,265
32,1040,267
32,1040,259
32,1040,258
32,1040,266
32,1040,264
32,1040,266
33,1045,282
33,1045,268
33,1045,267
33,1045,280
33,1045,295
33,1045,275
33,1045,269
33,1029,285
33,1029,273
33,1029,269
34,1062,298
34,1062,304
34,1062,280
34,1062,281
34,1062,302
34,1062,289
34,1062,283
34,1062,288
34,1062,284
34,1062,290
35,1121,383
35,1121,301
35,1121,304
35,1121,297
35,1121,315
35,1121,308
35,1121,296
35,1121,308
35,1121,299
35,1121,290
36,1127,321
36,1127,312
36,1127,374
36,1127,300
36,1127,301
36,1127,305
36,1127,300
36,1231,325
36,1231,323
36,1231,328
37,1260,341
37,1260,325
37,1260,331
37,1260,334
37,1260,328
37,1260,332
37,1260,367
37,1260,337
37,1260,331
37,1260,321
38,1315,439
38,1315,464
38,1315,474
38,1315,347
38,1315,346
38,1315,361
38,1315,346
38,1315,347
38,1315,365
38,1315,339
39,1366,368
39,1366,359
39,1366,376
39,1366,500
39,1366,376
39,1366,351
39,1331,378
39,1331,349
39,1331,354
39,1331,354
40,1344,383
40,1344,401
40,1344,381
40,1344,372
40,1344,389
40,1344,422
40,1344,369
40,1344,376
40,1344,377
40,1344,367
41,1369,467
41,1369,390
41,1369,369
41,1369,371
41,1369,371
41,1369,386
41,1369,379
41,1369,395
41,1369,379
41,1369,375
42,1378,566
42,1378,482
42,1522,486
42,1522,423
42,1522,500
42,1522,421
42,1522,469
42,1522,420
42,1522,424
42,1522,450
43,1529,446
43,1529,445
43,1529,424
43,1529,434
43,1529,426
43,1529,436
43,1529,423
43,1529,425
43,1529,426
43,1529,473
44,1574,520
44,1574,606
44,1574,444
44,1574,448
44,1574,472
44,1574,509
44,1574,459
44,1574,537
44,1574,496
44,1574,453
45,1601,481
45,1446,434
45,1446,424
45,1446,423
45,1446,421
45,1446,417
45,1446,453
45,1446,634
45,1446,471
45,1446,423
46,1480,447
46,1480,437
46,1480,456
46,1480,444
46,1480,441
46,1480,492
46,1480,436
46,1480,439
46,1480,444
46,1480,441
47,1481,462
47,1481,452
